MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,HighValue
3.5096,33.0,4.921259842519685,0.952755905511811,970.0,2.545931758530184,37.74,-121.44,0
2.5445,24.0,3.467696629213483,1.026685393258427,3818.0,5.362359550561798,34.06,-118.03,0
4.4107,26.0,6.4275037369207775,1.1464872944693572,1557.0,2.327354260089686,33.77,-116.47,0
1.684,41.0,4.2266288951841355,0.9915014164305949,804.0,2.2776203966005664,39.14,-121.59,0
3.7262,36.0,5.01423487544484,0.9644128113879004,1002.0,3.565836298932384,37.61,-122.03,0
3.0435,40.0,5.009803921568627,1.0196078431372548,771.0,2.519607843137255,35.36,-119.04,0
1.3403,43.0,4.2,1.1128205128205129,1213.0,3.1102564102564103,34.0,-118.27,0
4.6786,16.0,5.350061199510404,1.08812729498164,2530.0,3.0966952264381886,37.59,-122.03,1
2.7457,17.0,11.183266932270916,2.1075697211155378,675.0,2.689243027888446,38.88,-119.99,0
4.0357,30.0,4.897097625329815,0.8944591029023746,1103.0,2.9102902374670183,32.73,-116.99,0
3.3125,43.0,4.166666666666667,0.9166666666666666,273.0,2.275,37.69,-122.09,0
3.6528,34.0,6.640449438202247,1.5617977528089888,327.0,3.6741573033707864,32.82,-115.32,0
3.5208,33.0,5.036585365853658,1.065040650406504,539.0,2.1910569105691056,38.59,-122.58,1
2.9643,38.0,3.7400346620450606,1.0086655112651646,1061.0,1.8388214904679376,34.09,-118.36,1
2.5122,45.0,4.75,1.06198347107438,1437.0,2.96900826446281,37.76,-122.16,0
1.2841,43.0,4.644230769230769,1.2259615384615385,857.0,4.1201923076923075,32.71,-117.14,0
2.3603,17.0,4.073743016759776,1.1564245810055866,1987.0,2.2201117318435752,34.1,-117.59,0
4.601,34.0,6.3203285420944555,0.9794661190965093,1226.0,2.517453798767967,37.51,-120.83,0
3.0833,27.0,4.714285714285714,0.9806949806949807,606.0,2.33976833976834,32.76,-117.08,0
5.2655,28.0,5.532028469750889,0.998220640569395,1891.0,3.3647686832740216,33.72,-117.98,1
2.8155,27.0,4.257352941176471,1.0275735294117647,2012.0,3.698529411764706,33.99,-118.12,0
3.4551,18.0,5.438799076212471,1.0254041570438799,1277.0,2.9491916859122402,32.71,-116.98,0
1.6528,32.0,4.544776119402985,1.2350746268656716,620.0,2.3134328358208953,40.75,-124.21,0
3.6458,37.0,5.182080924855492,1.0520231213872833,1534.0,4.433526011560693,37.63,-122.08,0
1.7273,29.0,6.492647058823529,1.375,326.0,2.3970588235294117,38.96,-122.64,0
6.828,36.0,6.109375,1.015625,348.0,2.71875,37.38,-122.08,1
2.8684,20.0,6.766101694915254,1.7457627118644068,659.0,2.233898305084746,33.41,-116.01,0
5.2563,17.0,10.321167883211679,1.8467153284671534,673.0,2.4562043795620436,34.24,-117.13,0
4.8693,23.0,6.448863636363637,1.0954545454545455,2197.0,2.496590909090909,36.99,-121.91,1
4.7466,19.0,5.765661252900232,1.013921113689095,1286.0,2.9837587006960558,33.82,-118.02,1
2.4741,34.0,5.611111111111111,1.1568627450980393,848.0,2.7712418300653594,38.53,-121.45,0
3.4375,28.0,4.8584905660377355,1.1666666666666667,1334.0,4.19496855345912,34.29,-118.89,1
3.3452,23.0,5.573359073359073,1.0424710424710424,1508.0,2.911196911196911,34.26,-119.21,1
1.8771,34.0,2.5783505154639177,1.079381443298969,3326.0,3.428865979381443,34.08,-118.3,1
3.8936,13.0,4.12807881773399,1.1600985221674878,710.0,1.748768472906404,37.26,-121.88,1
2.5966,32.0,3.6710526315789473,0.9917763157894737,2361.0,3.883223684210526,33.96,-118.22,0
2.5,22.0,3.7587354409317806,1.054908485856905,1213.0,2.0183028286189684,32.8,-117.16,0
1.4913,32.0,4.901785714285714,1.0089285714285714,726.0,3.2410714285714284,36.83,-119.69,0
4.5841,4.0,7.006453099792579,1.1424291311362065,13251.0,3.053929476837981,33.52,-117.12,1
7.2893,32.0,6.009779951100245,0.8777506112469438,967.0,2.3643031784841075,33.88,-117.93,1
4.0217,9.0,5.804577464788732,1.0,1749.0,3.079225352112676,36.09,-119.05,0
3.3107,26.0,5.0552147239263805,1.052760736196319,2918.0,3.5803680981595094,33.74,-116.22,0
3.0306,19.0,4.061166429587482,1.0120910384068278,4163.0,2.960881934566145,33.15,-117.34,0
2.1538,44.0,4.368852459016393,1.0368852459016393,825.0,3.3811475409836067,37.73,-122.19,0
5.4858,5.0,5.204488778054863,1.0149625935162094,840.0,2.0947630922693268,37.68,-122.18,1
5.1345,27.0,5.5,0.9741784037558685,1537.0,3.607981220657277,33.75,-117.98,1
4.1016,4.0,4.709327548806941,1.295010845986985,928.0,2.013015184381779,37.99,-121.89,0
4.6458,9.0,5.21479374110953,1.0113798008534851,2341.0,3.330014224751067,37.61,-121.99,1
1.7798,30.0,5.428057553956834,1.1079136690647482,967.0,3.4784172661870505,37.94,-121.25,0
10.675,28.0,7.96875,0.9854166666666667,1415.0,2.9479166666666665,37.27,-122.01,1
8.3637,22.0,8.938028169014084,1.047887323943662,1181.0,3.3267605633802817,33.82,-117.82,1
2.7685,29.0,3.658252427184466,1.1757281553398058,2320.0,2.2524271844660193,34.14,-118.27,1
1.4619,32.0,4.004444444444444,1.0118518518518518,2682.0,3.973333333333333,35.6,-119.33,0
6.9794,15.0,8.593607305936073,1.0639269406392695,704.0,3.2146118721461185,32.95,-117.26,1
4.0,31.0,4.990521327014218,1.0900473933649288,686.0,3.251184834123223,33.95,-118.15,1
1.4766,36.0,4.164383561643835,0.9863013698630136,842.0,3.8447488584474887,36.76,-119.74,0
2.183,16.0,6.300675675675675,1.3969594594594594,1346.0,2.2736486486486487,33.49,-116.6,0
4.9984,12.0,6.18805765271105,1.0199039121482498,4285.0,2.940974605353466,33.95,-117.51,0
3.7175,17.0,6.606914212548015,1.089628681177977,2344.0,3.001280409731114,33.73,-116.94,0
4.9236,5.0,5.682619647355164,1.057934508816121,1246.0,3.138539042821159,37.73,-121.06,0
4.3214,28.0,6.4146868250539955,1.0172786177105833,1379.0,2.978401727861771,38.7,-121.2,0
2.0385,25.0,5.021875,1.065625,2319.0,3.6234375,37.65,-120.76,0
3.6667,47.0,4.3399602385685885,1.0139165009940359,1445.0,2.8727634194831015,34.11,-118.26,1
1.2222,32.0,4.4013050570962475,1.0440456769983686,1953.0,3.1859706362153344,33.92,-118.23,0
4.645,22.0,5.712585034013605,1.0935374149659864,1227.0,2.086734693877551,34.13,-118.04,1
3.735,23.0,4.88622754491018,1.091317365269461,1475.0,2.2080838323353293,34.13,-118.05,1
7.333,23.0,7.811188811188811,0.9440559440559441,854.0,2.986013986013986,37.68,-121.88,1
4.9286,43.0,5.980487804878049,1.1902439024390243,491.0,2.395121951219512,38.1,-122.49,1
1.6607,37.0,4.031578947368421,0.9947368421052631,639.0,3.363157894736842,36.08,-119.56,0
4.1836,36.0,5.574175824175824,0.9642857142857143,1327.0,3.6456043956043955,34.12,-117.88,0
5.2742,23.0,6.254054054054054,0.918918918918919,2002.0,3.6072072072072072,34.23,-119.06,1
3.2415,32.0,5.230235783633842,1.027739251040222,1786.0,2.4771151178918167,38.44,-122.67,0
3.2917,52.0,5.564245810055866,0.9636871508379888,948.0,2.64804469273743,33.96,-117.39,0
8.7124,15.0,8.042735042735043,1.0897435897435896,1448.0,3.094017094017094,33.84,-117.76,1
4.9779,23.0,4.858012170385395,1.0101419878296145,1309.0,2.6551724137931036,33.9,-118.34,1
2.4554,30.0,4.594520547945206,0.9808219178082191,1159.0,3.175342465753425,36.2,-119.08,0
4.2391,5.0,5.123809523809523,0.9333333333333333,8733.0,83.17142857142858,34.47,-118.59,0
4.3452,49.0,5.642307692307693,0.9961538461538462,688.0,2.646153846153846,34.15,-118.09,1
2.2866,19.0,4.143884892086331,1.0287769784172662,2010.0,3.615107913669065,32.7,-117.03,0
4.108,36.0,5.405144694533762,1.0578778135048232,964.0,3.09967845659164,33.95,-118.02,1
3.8068,34.0,4.630996309963099,0.9870848708487084,1516.0,2.7970479704797047,34.22,-118.25,1
2.9375,39.0,5.165254237288136,1.0233050847457628,1103.0,2.336864406779661,38.56,-121.53,0
8.4882,27.0,6.945945945945946,0.972972972972973,315.0,2.8378378378378377,38.75,-121.16,1
4.0668,14.0,4.7193460490463215,0.9305177111716622,2139.0,2.9141689373297,32.67,-117.04,0
2.5083,41.0,4.268965517241379,0.9517241379310345,636.0,4.386206896551724,33.93,-118.21,0
5.2081,27.0,5.806779661016949,0.9559322033898305,761.0,2.5796610169491525,38.66,-121.31,0
4.8611,16.0,4.87603305785124,1.0743801652892562,178.0,1.4710743801652892,33.61,-117.73,1
2.2599,20.0,4.367307692307692,1.1576923076923078,992.0,1.9076923076923078,32.75,-117.13,0
2.75,50.0,3.8984375,0.9921875,287.0,2.2421875,37.86,-122.3,0
2.2643,52.0,2.2651757188498403,1.0511182108626198,388.0,1.2396166134185302,33.97,-118.5,1
3.275,32.0,5.5767790262172285,1.146067415730337,774.0,2.898876404494382,34.58,-118.1,0
2.4135,27.0,2.258771929824561,0.881578947368421,397.0,1.7412280701754386,34.02,-118.4,1
3.5735,25.0,5.448753462603878,1.002770083102493,1035.0,2.8670360110803323,38.05,-121.25,0
3.9934,18.0,4.857142857142857,0.8095238095238095,55.0,2.619047619047619,34.08,-118.68,1
6.1228,17.0,6.665079365079365,0.9984126984126984,2020.0,3.2063492063492065,37.55,-122.28,1
3.8864,36.0,5.438405797101449,1.039855072463768,703.0,2.5471014492753623,37.69,-122.15,1
2.3542,40.0,3.8504273504273505,1.0598290598290598,2096.0,4.478632478632479,33.9,-118.22,0
3.5,31.0,5.173400673400673,1.0387205387205387,2640.0,4.444444444444445,34.09,-117.98,0
3.4844,23.0,13.258823529411766,2.6470588235294117,215.0,2.5294117647058822,40.23,-121.06,0
3.7368,37.0,5.281914893617022,0.9875886524822695,1285.0,2.278368794326241,32.76,-117.04,0
5.5124,34.0,3.9156626506024095,0.7228915662650602,433.0,5.216867469879518,34.26,-118.44,0
4.5375,34.0,5.381944444444445,0.96875,1011.0,3.5104166666666665,34.23,-118.42,1
4.1488,37.0,5.616901408450704,0.9774647887323944,782.0,2.202816901408451,38.61,-121.4,0
5.6017,29.0,4.263803680981595,1.0899795501022496,919.0,1.8793456032719837,33.85,-118.4,1
1.6579,32.0,5.4491525423728815,1.1483050847457628,694.0,2.940677966101695,40.45,-122.3,0
2.3355,18.0,5.711722488038277,1.0598086124401913,1868.0,2.2344497607655502,33.97,-117.01,0
5.0362,19.0,4.491735537190083,1.0,1645.0,3.3987603305785123,37.44,-121.91,1
2.2083,23.0,7.781456953642384,3.0993377483443707,355.0,2.3509933774834435,34.21,-116.22,0
5.4287,9.0,6.452261306532663,1.0577889447236182,1149.0,2.886934673366834,35.27,-120.71,1
3.2202,24.0,4.4,1.0775193798449612,2151.0,3.3348837209302324,34.11,-117.92,0
1.2656,19.0,3.791907514450867,1.1560693641618498,248.0,1.4335260115606936,36.6,-121.89,1
3.7375,14.0,4.898128898128898,0.9106029106029107,1378.0,2.864864864864865,38.03,-121.36,0
2.575,34.0,5.493265993265993,1.0168350168350169,1290.0,2.1717171717171717,39.74,-121.83,0
8.1039,32.0,6.716374269005848,1.0146198830409356,871.0,2.546783625730994,37.52,-122.3,1
4.5987,37.0,3.5901840490797547,1.0723926380368098,1363.0,1.6723926380368097,37.45,-122.16,1
5.2149,13.0,6.261261261261262,0.9669669669669669,1077.0,3.234234234234234,40.52,-122.46,0
2.234,19.0,5.988352745424293,1.156405990016639,1572.0,2.615640599001664,41.86,-122.33,0
1.4042,46.0,4.4015748031496065,1.1811023622047243,786.0,3.094488188976378,33.98,-118.29,0
5.6431,52.0,5.8173515981735155,1.0730593607305936,558.0,2.547945205479452,37.85,-122.25,1
4.1445,11.0,4.399096385542169,1.0316265060240963,1512.0,2.2771084337349397,34.19,-118.36,0
2.3496,17.0,4.5513918629550325,0.9625267665952891,3265.0,3.4957173447537473,39.12,-121.54,0
7.8711,34.0,7.923287671232877,1.1315068493150684,903.0,2.473972602739726,37.25,-122.03,1
3.7708,52.0,4.611320754716981,0.9962264150943396,630.0,2.3773584905660377,37.78,-122.27,1
3.6429,52.0,5.157894736842105,1.0,1208.0,3.0275689223057642,37.74,-122.41,1
3.9041,36.0,5.098039215686274,1.0130718954248366,1441.0,2.354575163398693,34.18,-118.29,1
4.7188,29.0,6.511278195488722,1.037593984962406,341.0,2.56390977443609,37.95,-122.04,1
4.0993,5.0,5.4324324324324325,0.9896049896049897,1490.0,3.0977130977130978,36.79,-119.69,0
5.0679,30.0,6.18849840255591,0.9424920127795527,695.0,2.220447284345048,34.27,-119.22,1
1.8299,9.0,3.7304747320061256,1.1026033690658499,1780.0,2.7258805513016844,32.72,-117.13,0
2.8493,36.0,5.853018372703412,1.094488188976378,1395.0,3.661417322834646,33.89,-118.26,0
2.0308,6.0,4.827556325823224,1.1403812824956672,4048.0,3.5077989601386483,34.1,-117.45,0
7.8252,10.0,8.437611408199643,1.052584670231729,3819.0,3.4037433155080214,34.16,-117.59,1
4.0966,20.0,5.780068728522337,1.0171821305841924,706.0,2.4261168384879723,33.94,-117.37,0
3.4792,45.0,4.639846743295019,0.896551724137931,1128.0,4.32183908045977,33.89,-118.21,0
1.4556,32.0,4.356449375866852,1.1262135922330097,2589.0,3.590846047156727,33.93,-116.87,0
2.4922,21.0,3.430939226519337,0.9392265193370166,834.0,2.303867403314917,36.61,-121.92,1
2.125,44.0,4.29426433915212,1.139650872817955,2177.0,5.428927680798005,33.98,-118.27,0
3.2371,21.0,5.996078431372549,1.0588235294117647,2233.0,2.918954248366013,33.73,-116.95,0
8.1111,13.0,7.94672131147541,1.0122950819672132,928.0,3.80327868852459,33.71,-117.77,1
3.125,19.0,4.2,1.0621621621621622,1427.0,3.8567567567567567,34.07,-118.07,1
4.5625,36.0,5.636363636363637,1.032085561497326,546.0,2.9197860962566846,37.35,-121.98,1
2.2215,15.0,5.352472089314195,1.1068580542264752,1232.0,1.9649122807017543,36.83,-119.79,0
2.0,37.0,3.7296137339055795,1.0343347639484979,1040.0,4.463519313304721,33.94,-118.24,0
4.9107,19.0,5.58,1.0333333333333334,1551.0,3.4466666666666668,36.84,-121.7,1
4.3644,19.0,5.854783207157605,1.0116999311768755,3517.0,2.420509291121817,38.56,-121.39,0
2.3062,34.0,4.4148148148148145,1.1185185185185185,2073.0,3.838888888888889,34.17,-118.14,0
6.5253,26.0,7.297966401414677,1.0194518125552607,3460.0,3.0592396109637487,34.14,-117.83,1
3.9844,37.0,10.135135135135135,1.5675675675675675,120.0,3.2432432432432434,37.65,-121.03,0
2.2969,16.0,5.0,0.983739837398374,380.0,1.5447154471544715,33.64,-117.72,0
3.2171,14.0,3.2843691148775895,1.009416195856874,1494.0,2.8135593220338984,34.15,-118.27,1
8.2266,28.0,9.163865546218487,1.1932773109243697,728.0,3.0588235294117645,37.36,-122.08,1
3.3472,37.0,6.625,1.015625,266.0,4.15625,36.87,-121.77,1
8.7385,16.0,8.244623655913978,1.064516129032258,1275.0,3.4274193548387095,33.69,-117.79,1
2.8333,35.0,5.302040816326531,1.036734693877551,705.0,2.877551020408163,38.68,-121.46,0
3.9464,42.0,5.024856596558317,1.0038240917782026,1494.0,2.8565965583173996,34.11,-118.08,1
4.1513,17.0,2.567901234567901,1.0666666666666667,669.0,1.651851851851852,37.61,-122.42,0
2.0792,35.0,3.527667984189723,0.974308300395257,965.0,1.907114624505929,32.76,-117.14,0
3.5536,35.0,6.098360655737705,1.0590163934426229,1011.0,3.314754098360656,34.08,-117.92,1
12.0088,16.0,6.006711409395973,1.2147651006711409,237.0,1.5906040268456376,33.96,-118.48,1
3.9565,48.0,4.953703703703703,1.0833333333333333,1773.0,3.283333333333333,37.72,-122.44,1
2.895,49.0,3.758771929824561,0.8596491228070176,694.0,3.043859649122807,33.99,-118.31,0
4.0484,15.0,5.389915966386555,1.0873949579831932,1414.0,2.376470588235294,33.8,-117.82,0
1.4625,37.0,4.247844827586207,1.105603448275862,1673.0,3.605603448275862,33.99,-118.28,0
4.1739,36.0,5.459627329192546,0.9855072463768116,1385.0,2.867494824016563,34.09,-117.71,0
1.8929,38.0,3.6893617021276595,1.0340425531914894,950.0,4.042553191489362,33.98,-118.2,0
5.6396,19.0,5.961136023916293,1.0508221225710015,3437.0,2.5687593423019432,37.56,-122.25,1
5.7509,47.0,5.212218649517685,1.0096463022508038,724.0,2.327974276527331,34.05,-118.39,1
4.7,36.0,6.0201005025125625,1.0577889447236182,1064.0,2.6733668341708543,34.21,-118.51,1
3.1989,31.0,4.376310272536688,1.0524109014675052,3310.0,3.469601677148847,34.15,-119.19,1
3.9355,41.0,4.296551724137931,0.9816091954022989,1334.0,3.066666666666667,33.91,-118.37,1
5.6784,26.0,6.2838283828382835,0.9636963696369637,945.0,3.118811881188119,33.83,-117.85,1
2.9191,19.0,4.457386363636363,0.9971590909090909,1035.0,2.940340909090909,33.19,-117.24,0
4.99,50.0,5.929701230228471,1.0509666080843585,1484.0,2.6080843585237257,34.17,-118.11,1
5.3254,32.0,5.786259541984733,1.0330788804071247,982.0,2.4987277353689565,34.29,-119.27,1
2.7325,25.0,4.93687374749499,1.0070140280561122,2756.0,2.7615230460921842,38.31,-122.29,0
6.3267,36.0,5.246628131021194,1.0539499036608864,1090.0,2.1001926782273603,33.96,-118.45,1
2.5833,19.0,4.309153713298791,1.0967184801381693,1571.0,2.7132987910189983,37.7,-122.12,0
1.6483,39.0,4.390781563126253,0.9879759519038076,1307.0,2.6192384769539077,40.18,-122.24,0
4.5962,19.0,7.12280701754386,0.9692982456140351,782.0,3.4298245614035086,33.71,-117.96,1
3.6682,33.0,4.60932944606414,1.0524781341107872,1553.0,2.2638483965014577,37.34,-121.97,1
5.3849,30.0,4.80718085106383,1.0106382978723405,2813.0,3.7406914893617023,33.82,-118.28,1
4.9286,13.0,6.5285714285714285,1.1311688311688313,1912.0,2.483116883116883,38.12,-122.58,1
4.6806,18.0,4.633802816901408,1.0140845070422535,209.0,2.943661971830986,33.86,-117.85,1
5.9254,23.0,6.38872970391595,1.0735434574976122,3081.0,2.9426934097421205,34.06,-117.88,1
4.5556,17.0,8.79058327477161,1.7287420941672522,2737.0,1.9234012649332397,33.71,-116.38,1
6.5635,10.0,6.982708933717579,1.0259365994236311,1213.0,3.4956772334293946,33.9,-117.96,1
4.2589,8.0,5.145714285714286,1.0857142857142856,684.0,1.9542857142857142,37.99,-121.36,0
2.875,17.0,5.48661800486618,1.0121654501216546,1171.0,2.849148418491484,40.53,-122.27,0
3.2857,37.0,4.712962962962963,1.021604938271605,1504.0,4.6419753086419755,34.12,-117.99,0
3.0917,48.0,4.939102564102564,1.0064102564102564,819.0,2.625,33.97,-118.31,0
1.0208,29.0,4.9543726235741445,1.1711026615969582,861.0,3.273764258555133,38.55,-121.47,0
2.9844,36.0,3.5828571428571427,1.0114285714285713,834.0,4.765714285714286,33.98,-118.17,0
10.7355,37.0,7.610526315789474,0.9526315789473684,549.0,2.889473684210526,37.37,-122.12,1
3.3531,12.0,8.551136363636363,1.7215909090909092,1554.0,2.9431818181818183,38.83,-122.74,0
2.2234,19.0,2.752393980848153,1.0013679890560876,3483.0,4.764705882352941,34.2,-118.39,1
2.5459,22.0,3.512236286919831,1.0075949367088608,1804.0,1.5223628691983122,37.94,-122.05,0
2.975,43.0,4.111111111111111,1.0541310541310542,2086.0,1.9810066476733144,37.77,-122.25,1
15.0001,47.0,8.592307692307692,1.0615384615384615,749.0,2.8807692307692307,34.13,-118.1,1
2.3333,32.0,5.816976127320955,1.1405835543766578,1074.0,2.848806366047745,34.65,-120.47,0
5.6094,24.0,6.290140845070423,0.9774647887323944,1162.0,3.2732394366197184,33.85,-118.04,1
1.7824,26.0,4.154373927958834,1.0840480274442539,2601.0,4.461406518010292,33.91,-118.21,0
5.7837,23.0,6.607940446650124,1.066997518610422,1499.0,3.7196029776674937,33.79,-118.01,1
2.1838,27.0,9.05511811023622,2.0,526.0,2.0708661417322833,38.98,-122.68,0
4.4228,23.0,4.514239218877136,1.013018714401953,2847.0,2.3165174938974777,33.99,-118.42,1
1.5909,24.0,7.329787234042553,1.446808510638298,532.0,2.8297872340425534,33.09,-116.66,1
2.2071,35.0,5.1940298507462686,0.9936034115138592,1730.0,3.6886993603411513,37.41,-120.79,0
2.625,27.0,5.378787878787879,1.0808080808080809,508.0,2.5656565656565657,39.82,-122.11,0
2.6364,22.0,3.5874125874125875,0.993006993006993,1254.0,2.1923076923076925,34.18,-118.43,1
6.1159,52.0,6.855614973262032,1.0106951871657754,431.0,2.304812834224599,34.14,-118.08,1
1.8981,31.0,3.3230641132389676,1.0915903413821815,2305.0,1.9192339716902582,37.81,-122.41,1
3.2312,38.0,4.5762081784386615,1.0278810408921932,1843.0,3.425650557620818,34.08,-118.07,1
2.935,52.0,4.474820143884892,1.1270983213429258,1211.0,2.904076738609113,34.09,-118.25,1
2.3203,21.0,4.439446366782007,0.9619377162629758,684.0,2.366782006920415,32.83,-116.93,0
2.2981,46.0,4.5846867749419955,1.088167053364269,1409.0,3.269141531322506,34.02,-118.31,0
3.375,30.0,3.9923273657289005,0.9744245524296675,1104.0,2.823529411764706,33.83,-117.93,1
2.3571,36.0,5.069026548672566,1.0672566371681416,1155.0,2.0442477876106193,37.99,-120.38,0
3.3438,37.0,4.6300366300366305,1.0036630036630036,783.0,2.868131868131868,33.75,-117.98,1
5.5779,16.0,5.938223938223938,1.0038610038610039,835.0,3.223938223938224,33.65,-117.65,1
3.0,13.0,6.317596566523605,1.1974248927038627,1091.0,2.3412017167381975,38.45,-120.59,0
5.2285,24.0,5.932710280373832,0.9457943925233645,1466.0,2.7401869158878505,36.66,-121.64,1
4.3375,31.0,6.240121580547113,1.0212765957446808,867.0,2.635258358662614,37.7,-122.09,1
5.5545,16.0,6.2075,1.1075,1357.0,3.3925,33.57,-117.66,1
2.8072,23.0,4.1120401337792645,1.1521739130434783,2720.0,4.548494983277592,33.83,-117.9,0
3.7452,26.0,5.11395101171459,1.0117145899893503,2199.0,2.34185303514377,38.55,-121.75,1
5.3794,52.0,6.861016949152543,1.123728813559322,1316.0,2.230508474576271,37.86,-122.25,1
3.1742,20.0,4.228710462287105,1.2384428223844282,1403.0,3.413625304136253,33.71,-117.88,1
4.1974,14.0,6.058035714285714,1.1026785714285714,695.0,3.1026785714285716,38.33,-121.1,0
2.6528,9.0,5.116814159292035,1.047787610619469,3026.0,2.6778761061946903,35.59,-120.63,0
4.5083,34.0,5.233009708737864,0.9951456310679612,575.0,2.79126213592233,33.85,-118.0,1
1.875,33.0,3.5851063829787235,1.1063829787234043,565.0,3.00531914893617,33.12,-117.08,0
2.6442,34.0,3.1272727272727274,0.6909090909090909,149.0,2.709090909090909,38.61,-121.44,0
3.8464,17.0,3.699692307692308,1.0689230769230769,3539.0,2.1778461538461538,37.36,-122.0,1
2.9875,19.0,6.5088062622309195,1.0978473581213308,1544.0,3.0215264187866926,38.14,-121.05,0
6.1461,26.0,7.847633136094674,1.03698224852071,1818.0,2.6893491124260356,34.03,-117.15,1
6.311,25.0,6.657575757575757,0.9696969696969697,934.0,2.83030303030303,34.3,-119.19,1
7.2211,23.0,7.557077625570776,1.0182648401826484,706.0,3.223744292237443,37.68,-121.92,1
2.1776,46.0,3.97737556561086,1.1447963800904977,1010.0,4.570135746606335,34.01,-118.26,0
4.2586,26.0,5.750696378830083,0.9944289693593314,1820.0,2.534818941504178,32.82,-116.93,0
0.9782,41.0,3.953995157384988,1.0484261501210654,885.0,2.142857142857143,37.98,-121.26,0
2.0708,28.0,6.3710407239819,1.411764705882353,522.0,2.3619909502262444,38.92,-119.98,0
5.5429,16.0,6.214421252371917,1.0037950664136623,1863.0,3.5351043643263758,37.38,-121.87,1
3.7687,27.0,5.405405405405405,0.9797297297297297,1085.0,2.4436936936936937,38.13,-121.19,0
3.3472,42.0,3.452513966480447,0.9106145251396648,680.0,3.798882681564246,33.94,-118.2,0
3.0395,35.0,3.797909407665505,1.043554006968641,1483.0,2.583623693379791,34.19,-118.4,1
3.8355,38.0,5.112994350282486,1.0480225988700564,1257.0,3.5508474576271185,34.08,-117.63,0
6.0672,26.0,5.172506738544475,1.091644204851752,953.0,2.568733153638814,33.99,-118.45,1
4.125,52.0,5.036144578313253,1.0542168674698795,747.0,4.5,33.95,-118.37,0
3.5735,16.0,5.080419580419581,1.0454545454545454,904.0,3.160839160839161,39.79,-121.97,0
0.8941,33.0,4.964285714285714,1.2678571428571428,266.0,4.75,34.06,-118.18,0
6.7613,29.0,6.277027027027027,1.0698198198198199,1182.0,2.6621621621621623,33.86,-118.38,1
2.364,21.0,4.817097415506958,1.1133200795228628,1098.0,2.182902584493042,38.29,-122.46,0
2.9423,42.0,2.6801075268817205,1.0053763440860215,982.0,2.639784946236559,34.08,-118.28,1
4.375,16.0,4.908564814814815,1.0324074074074074,1771.0,2.0497685185185186,32.82,-117.11,0
5.7239,26.0,6.401433691756273,1.096774193548387,771.0,2.763440860215054,37.61,-121.62,1
3.1103,20.0,6.618497109826589,1.1445086705202312,431.0,2.491329479768786,37.32,-121.95,1
2.3147,18.0,4.626865671641791,1.0298507462686568,941.0,2.808955223880597,40.94,-124.08,0
4.2721,18.0,5.795148247978437,1.0467205750224617,3716.0,3.338724168912848,33.87,-117.6,0
